claim_id,customer_age,policy_tenure_years,claim_amount,claim_duration_days,claim_type,anomaly
15535,21,3.3,61228.11,23,Property,0
15536,66,13.1,35758.63,54,Health,0
15537,30,2.6,42634.55,32,Health,0
15538,53,12.7,69608.36,38,Health,0
15539,52,4.5,133498.01,56,Property,0
15540,61,14.4,64983.53,55,Property,0
15541,71,10.6,67677.29,36,Health,0
15542,72,6.3,57151.45,7,Health,0
15543,25,4.6,75192.86,47,Health,0
15544,19,3.9,26962.51,37,Health,0
15545,23,10.4,100624.36,34,Vehicle,0
15546,48,13.5,127072.69,2,Health,0
15547,71,11.4,21369.01,6,Property,0
15548,27,12.6,52356.38,8,Vehicle,0
15549,61,11.8,38054.96,17,Health,0
15550,38,14.7,196991.27,3,Health,0
15551,59,11.5,131258.64,5,Vehicle,0
15552,27,3.5,35829.84,2,Vehicle,0
15553,40,12.0,188256.4,13,Vehicle,0
15554,20,5.2,32973.37,43,Vehicle,0
15555,49,14.9,23248.24,3,Vehicle,0
15556,37,6.0,45943.56,57,Vehicle,0
15557,27,4.7,84716.75,12,Health,0
15558,46,4.0,173340.57,25,Vehicle,0
15559,58,10.0,54518.46,37,Health,0
15560,69,2.1,225336.53,48,Health,0
15561,68,14.3,28378.61,14,Health,0
15562,63,4.8,73968.53,9,Property,0
15563,51,4.8,263989.08,28,Health,0
15564,54,1.2,34707.58,31,Vehicle,0
15565,37,4.1,66663.51,56,Vehicle,0
15566,78,6.6,90062.73,2,Health,0
15567,78,5.9,110271.00121551308,160,Vehicle,1
15568,25,4.5,15135.18,17,Health,0
15569,24,1.1,81084.81,14,Health,0
15570,23,4.9,43388.08,6,Property,0
15571,28,11.8,154777.98,51,Health,0
15572,61,6.9,39217.95,1,Health,0
15573,35,4.7,147998.52,53,Vehicle,0
15574,68,4.9,99293.12,9,Health,0
15575,59,8.5,38724.4,24,Property,0
15576,74,4.9,46294.0,24,Vehicle,0
15577,46,9.6,155066.64,47,Health,0
15578,42,14.8,48331.12,12,Health,0
15579,38,1.1,53332.37,48,Health,0
15580,63,2.9,59156.14,54,Vehicle,0
15581,20,3.1,106315.51,45,Health,0
15582,35,7.0,66871.4,46,Vehicle,0
15583,41,1.1,72544.58,11,Vehicle,0
15584,64,7.4,3374.99,55,Health,0
15585,55,14.0,173124.1,42,Health,0
15586,27,0.7,46463.76,36,Vehicle,0
15587,44,5.8,97562.87,26,Property,0
15588,29,11.5,38579.16,23,Health,0
15589,24,2.7,289153.69157658325,156,Property,1
15590,34,1.6,67592.0,33,Vehicle,0
15591,18,9.6,20868.08,36,Health,0
15592,75,0.6,53830.64,58,Health,0
15593,67,12.1,188128.77,54,Vehicle,0
15594,43,1.5,22186.63,32,Vehicle,0
15595,32,8.1,51715.7,26,Vehicle,0
15596,68,11.2,212352.78,46,Health,0
15597,77,4.0,37696.26,52,Health,0
15598,50,2.0,28768.99,37,Health,0
15599,79,3.0,131045.92,44,Health,0
15600,54,12.9,80275.97,24,Health,0
15601,64,10.7,80477.42,23,Health,0
15602,48,3.4,66310.78,30,Health,0
15603,52,10.9,194174.25,56,Vehicle,0
15604,18,10.8,40172.83,28,Health,0
15605,25,15.0,41505.18,26,Vehicle,0
15606,29,6.2,23169.27,55,Health,0
15607,76,13.0,7784.83,35,Property,0
15608,71,7.0,24278.0,22,Vehicle,0
15609,74,13.5,24071.44,27,Health,0
15610,36,1.8,198810.23,2,Property,0
15611,42,3.0,50791.66,34,Vehicle,0
15612,74,12.8,182331.91,11,Health,0
15613,49,12.4,131599.42,23,Property,0
15614,29,4.9,107966.27,4,Vehicle,0
15615,30,9.2,27778.96,9,Health,0
15616,45,6.0,34252.51,26,Vehicle,0
15617,18,0.6,10166.25,28,Health,0
15618,68,0.9,34091.29,57,Health,0
15619,23,1.3,121121.4,33,Health,0
15620,25,9.1,103967.8,50,Health,0
15621,21,4.5,90059.75,21,Property,0
15622,22,2.6,60334.78,50,Health,0
15623,42,14.1,41994.44,27,Health,0
15624,39,2.3,80580.38,30,Health,0
15625,45,10.3,53246.46,2,Health,0
15626,56,13.5,43791.92,27,Property,0
15627,40,2.9,109140.25,21,Vehicle,0
15628,21,3.6,28637.34,15,Health,0
15629,69,8.8,152236.1,7,Health,0
15630,21,7.9,44384.43,18,Health,0
15631,79,8.1,57827.72,57,Health,0
15632,64,8.5,40168.47,2,Vehicle,0
15633,76,14.3,163221.88,32,Property,0
15634,38,1.3,98759.15,29,Health,0
15635,54,11.5,65133.79,24,Property,0
15636,73,3.9,33563.3,5,Health,0
15637,58,5.9,40198.67,18,Property,0
15638,19,1.8,50729.74,19,Property,0
15639,76,7.0,8540.07,50,Health,0
15640,24,12.2,29186.19,24,Vehicle,0
15641,66,1.9,131569.37,49,Vehicle,0
15642,33,4.5,94419.83,17,Health,0
15643,34,5.9,106074.02,4,Health,0
15644,37,2.0,55095.11,37,Health,0
15645,75,11.6,30878.88,41,Vehicle,0
15646,40,11.9,17396.88,58,Vehicle,0
15647,51,12.6,79113.91,18,Vehicle,0
15648,28,9.0,90823.8,40,Vehicle,0
15649,51,7.9,18982.27,27,Health,0
15650,50,4.3,45740.08,41,Vehicle,0
15651,43,10.0,138538.91,40,Health,0
15652,19,6.9,140994.11,34,Vehicle,0
15653,78,14.6,83881.19,43,Property,0
15654,40,14.5,234407.73244274277,6,Property,1
15655,58,13.6,38828.83,17,Vehicle,0
15656,39,5.7,19658.12,34,Health,0
15657,75,5.8,47926.73,4,Vehicle,0
15658,51,12.9,38617.41,5,Property,0
15659,77,11.1,44593.63,12,Health,0
15660,32,10.7,42415.45,45,Health,0
15661,27,4.6,44801.1,50,Vehicle,0
15662,32,12.6,33527.77,18,Vehicle,0
15663,59,8.9,43155.91,37,Health,0
15664,46,7.0,13853.8,46,Property,0
15665,74,13.0,75862.36,32,Vehicle,0
15666,40,6.2,52598.26,52,Vehicle,0
15667,76,10.0,80378.45,17,Health,0
15668,34,7.3,258272.21,37,Health,0
15669,77,9.1,35416.98,21,Vehicle,0
15670,26,1.1,22299.06,51,Health,0
15671,67,7.2,35932.65,26,Health,0
15672,53,8.6,59376.8,50,Vehicle,0
15673,26,7.6,134902.45,48,Health,0
15674,33,12.8,146075.99,34,Vehicle,0
15675,53,5.0,137046.16,37,Health,0
15676,65,13.3,97592.64,56,Health,0
15677,68,6.4,106253.9,38,Health,0
15678,50,10.6,43583.68,51,Property,0
15679,72,1.8,25024.8,23,Health,0
15680,48,3.4,50091.72,50,Health,0
15681,23,11.5,17123.95,5,Vehicle,0
15682,27,0.7,102956.47,41,Health,0
15683,33,14.5,16148.08,39,Vehicle,0
15684,21,3.3,34215.32,13,Health,0
15685,71,13.6,45484.64,23,Health,0
15686,39,8.0,181861.1,29,Vehicle,0
15687,30,8.7,142578.05,23,Health,0
15688,33,1.7,198422.3,52,Vehicle,0
15689,69,5.8,193075.42,53,Vehicle,0
15690,79,2.8,96987.58,50,Health,0
15691,46,8.1,55781.03,44,Health,0
15692,23,8.5,49249.04,38,Vehicle,0
15693,43,10.8,38331.37,18,Vehicle,0
15694,28,13.2,112480.49,31,Vehicle,0
15695,41,7.3,151638.81,49,Health,0
15696,46,3.9,71898.63,53,Vehicle,0
15697,20,5.3,39572.34,8,Vehicle,0
15698,69,12.8,41766.54,40,Vehicle,0
15699,27,2.6,17089.25,16,Vehicle,0
15700,78,9.6,41151.4,35,Vehicle,0
15701,77,0.7,23819.28,56,Health,0
15702,79,4.1,64030.07,58,Health,0
15703,18,9.1,101444.61,26,Vehicle,0
15704,69,7.1,47159.13,35,Health,0
15705,60,7.7,50851.81,5,Property,0
15706,43,10.1,76964.46,24,Vehicle,0
15707,75,3.9,93611.53,57,Vehicle,0
15708,29,4.6,77658.44,40,Vehicle,0
15709,31,10.4,4154.52,19,Health,0
15710,42,8.3,34954.98,18,Vehicle,0
15711,25,0.7,44882.12,33,Vehicle,0
15712,60,10.2,69174.04,6,Health,0
15713,21,9.5,9739.69,33,Property,0
15714,45,1.6,86494.14,25,Health,0
15715,24,11.3,293417.9727037946,235,Property,1
15716,27,8.1,141800.66,18,Health,0
15717,68,3.5,48517.63,42,Health,0
15718,74,8.6,269053.38,9,Vehicle,0
15719,75,9.1,90552.52,31,Health,0
15720,53,13.8,145893.6,44,Property,0
15721,19,11.3,219511.86,58,Property,0
15722,43,4.9,39255.94,50,Vehicle,0
15723,70,2.2,73123.21,26,Vehicle,0
15724,67,12.9,125099.15,6,Health,0
15725,31,12.8,76795.81,52,Vehicle,0
15726,75,3.0,20779.88,51,Health,0
15727,33,1.4,68683.81,26,Health,0
15728,71,10.8,142194.46,40,Health,0
15729,60,11.0,80130.34,41,Health,0
15730,59,3.1,83897.73,49,Health,0
15731,34,10.2,9435.57,13,Vehicle,0
15732,63,4.5,68182.65,24,Health,0
15733,39,4.3,2664.28,43,Health,0
15734,21,5.2,176174.0,50,Health,0
15735,36,8.0,164446.12,16,Property,0
15736,19,12.2,220343.76,34,Health,0
15737,56,7.7,47867.54,32,Health,0
15738,26,4.8,59341.27,55,Health,0
15739,77,13.3,48758.85,7,Health,0
15740,36,1.3,68515.29,51,Vehicle,0
15741,33,12.1,42071.66,1,Property,0
15742,71,11.9,253444.85,14,Property,0
15743,42,4.2,109569.84,3,Health,0
15744,65,3.4,76405.52,8,Health,0
15745,35,13.2,78213.11,46,Health,0
15746,40,8.6,70047.62,3,Vehicle,0
15747,70,1.2,66629.75,8,Health,0
15748,38,13.4,66871.15,6,Vehicle,0
15749,28,5.6,128692.97,31,Vehicle,0
15750,56,5.5,211106.77,56,Health,0
15751,58,9.8,129699.92,34,Health,0
15752,21,10.1,39054.94,40,Health,0
15753,42,5.6,42284.97,19,Health,0
15754,49,2.6,71568.24,36,Property,0
15755,47,8.5,17358.36,42,Health,0
15756,62,9.6,51372.64,13,Health,0
15757,76,13.0,143637.36,46,Health,0
15758,43,7.5,53059.59,38,Vehicle,0
15759,74,9.9,52142.93,2,Vehicle,0
15760,78,1.3,162316.49,45,Vehicle,0
15761,53,13.5,19578.98,40,Health,0
15762,68,5.2,148476.48,32,Health,0
15763,51,9.7,21127.37,17,Vehicle,0
15764,26,13.8,43494.18,10,Health,0
15765,29,12.3,84899.92,11,Health,0
15766,19,9.7,86025.68,34,Vehicle,0
15767,55,10.7,216249.56,52,Health,0
15768,22,13.9,9572.65,53,Property,0
15769,79,12.3,90342.71,42,Property,0
15770,22,9.3,114672.26,27,Health,0
15771,69,10.1,50241.55,53,Health,0
15772,39,2.6,197009.74,5,Property,0
15773,22,7.3,62524.56,20,Property,0
15774,76,4.9,93817.14,12,Property,0
15775,21,6.8,58574.74,17,Health,0
15776,78,10.1,46973.27,17,Vehicle,0
15777,26,2.7,76864.45,34,Health,0
15778,46,0.8,34751.38,42,Vehicle,0
15779,39,6.3,69670.29,6,Property,0
15780,44,5.2,116908.32,16,Health,0
15781,27,6.6,66626.7,26,Health,0
15782,33,14.0,68978.4,8,Health,0
15783,59,10.8,74368.12,38,Health,0
15784,78,5.2,55630.46,38,Health,0
15785,59,3.1,32353.39,9,Health,0
15786,78,9.5,28070.09,33,Health,0
15787,68,10.0,89086.11,30,Property,0
15788,27,7.5,93318.87,46,Health,0
15789,23,3.6,76094.37,53,Health,0
15790,79,0.9,31373.74,59,Health,0
15791,66,4.4,57299.73,45,Vehicle,0
15792,22,7.1,57348.45,46,Health,0
15793,75,11.9,40094.12,21,Property,0
15794,23,12.9,30792.73,20,Health,0
15795,76,6.5,510805.77676367457,42,Vehicle,1
15796,73,12.0,74873.84,1,Health,0
15797,76,14.9,129737.87,36,Property,0
15798,64,10.9,79542.2,24,Property,0
15799,42,11.1,107725.54,58,Vehicle,0
15800,76,13.7,122139.37,27,Vehicle,0
15801,68,5.4,19141.09,18,Health,0
15802,67,0.7,115892.29,39,Vehicle,0
15803,78,14.8,76187.58,39,Vehicle,0
15804,21,7.6,65827.1,27,Health,0
15805,57,11.9,52526.89,44,Health,0
15806,76,12.3,67803.17,58,Health,0
15807,65,6.3,82315.58,17,Health,0
15808,49,8.3,73172.8,40,Property,0
15809,73,8.3,116551.7,3,Health,0
15810,68,3.7,53411.81,21,Health,0
15811,69,2.2,29156.5,53,Health,0
15812,52,8.4,33218.12,59,Property,0
15813,27,2.2,326924.2987110059,20,Vehicle,1
15814,51,5.5,94291.83,14,Vehicle,0
15815,53,3.2,43872.54,43,Vehicle,0
15816,23,10.8,21807.18,56,Health,0
15817,60,13.1,103511.63,16,Vehicle,0
15818,63,8.9,44386.58,53,Health,0
15819,33,6.4,134309.89,45,Health,0
15820,76,15.0,89147.27,19,Vehicle,0
15821,70,0.8,143222.6,28,Vehicle,0
15822,36,4.9,233433.39,19,Property,0
15823,51,4.5,48958.72,57,Vehicle,0
15824,42,5.7,75591.33,43,Health,0
15825,48,3.8,26940.96,57,Vehicle,0
15826,66,4.3,177557.19048636055,152,Vehicle,1
15827,58,4.2,64319.16,23,Vehicle,0
15828,34,7.8,48242.1,33,Property,0
15829,64,6.2,56580.44,13,Health,0
15830,47,9.8,155546.81,58,Vehicle,0
15831,56,8.0,40692.43,51,Health,0
15832,71,3.2,106456.94,12,Health,0
15833,72,12.2,111038.01532902988,24,Health,1
15834,48,7.3,50593.52,46,Vehicle,0
15835,36,2.7,304241.7,26,Property,0
15836,79,2.9,17076.46,9,Health,0
15837,52,12.1,96834.59,41,Health,0
15838,46,10.7,73359.35,40,Health,0
15839,76,7.8,61261.02,28,Health,0
15840,18,4.9,50584.98,35,Property,0
15841,21,7.2,28856.65,51,Vehicle,0
15842,45,9.7,375745.3516323097,87,Vehicle,1
15843,35,13.2,135543.28,33,Vehicle,0
15844,43,8.6,73285.87,14,Health,0
15845,57,4.5,67182.07,56,Health,0
15846,36,1.1,57023.31,15,Vehicle,0
15847,72,3.0,119281.45,52,Vehicle,0
15848,72,9.9,124459.46,58,Health,0
15849,77,2.8,75873.22,19,Health,0
15850,74,7.5,65045.13,33,Health,0
15851,23,10.6,88593.25,8,Property,0
15852,18,5.0,47957.45,34,Vehicle,0
15853,25,10.2,266250.69,27,Vehicle,0
15854,50,8.9,151816.82,43,Vehicle,0
15855,68,6.9,162211.28,46,Health,0
15856,60,13.5,48225.87,30,Vehicle,0
15857,38,10.5,71757.07,46,Health,0
15858,41,5.7,100163.62,24,Health,0
15859,42,12.2,66898.72,32,Health,0
15860,64,11.2,123463.79,49,Vehicle,0
15861,72,12.0,101212.37,36,Health,0
15862,74,9.8,68964.78,37,Health,0
15863,60,6.0,8085.77,3,Vehicle,0
15864,36,5.6,274972.31,37,Health,0
15865,46,10.0,104542.42,46,Property,0
15866,70,2.4,183383.36,40,Property,0
15867,27,12.4,31861.91,1,Health,0
15868,73,5.9,65108.64,3,Health,0
15869,29,9.6,81996.4,27,Vehicle,0
15870,50,7.7,46683.89,32,Health,0
15871,73,8.0,13329.69,52,Property,0
15872,24,11.2,84094.16,55,Health,0
15873,34,9.6,103906.13,56,Health,0
15874,78,4.1,128757.38,32,Health,0
15875,78,1.6,107366.38,17,Health,0
15876,75,12.7,42070.28,43,Property,0
15877,77,13.3,204943.21,45,Health,0
15878,27,2.9,33866.75,35,Health,0
15879,48,5.0,99446.52,32,Health,0
15880,77,4.6,51410.7,18,Vehicle,0
15881,23,14.1,31822.99,36,Health,0
15882,34,3.5,173326.25,28,Health,0
15883,67,2.9,94065.65,49,Property,0
15884,54,3.1,37196.903499190084,117,Vehicle,1
15885,35,11.1,36248.16,40,Property,0
15886,79,13.4,103350.82,36,Vehicle,0
15887,43,6.2,61892.76,7,Health,0
15888,66,2.5,35754.63,58,Health,0
15889,71,9.0,75355.16,32,Health,0
15890,33,3.5,37649.85,49,Vehicle,0
15891,25,1.4,50115.5,11,Health,0
15892,41,13.4,48638.94,28,Health,0
15893,30,13.1,60198.66,55,Vehicle,0
15894,46,14.7,137902.83,26,Health,0
15895,49,7.4,46436.93,44,Property,0
15896,41,4.8,48883.53,14,Vehicle,0
15897,33,11.7,46990.74,25,Health,0
15898,28,3.1,119219.63,51,Vehicle,0
15899,49,4.0,54557.06,23,Health,0
15900,23,4.2,109573.44,15,Vehicle,0
15901,76,14.3,24974.23,31,Health,0
15902,52,11.1,57579.57,30,Health,0
15903,50,2.4,71825.56,50,Vehicle,0
15904,35,1.8,91392.55,29,Property,0
15905,54,12.7,92370.53,29,Health,0
15906,30,12.1,98231.15,44,Health,0
15907,27,10.2,114450.5,11,Vehicle,0
15908,54,3.3,37653.24,53,Property,0
15909,43,7.5,83751.67,52,Health,0
15910,63,9.2,76169.7,19,Health,0
15911,34,14.0,167355.35,35,Health,0
15912,18,3.0,59756.58,49,Health,0
15913,42,8.0,46551.13,19,Health,0
15914,51,2.8,44043.48,13,Vehicle,0
15915,56,6.9,90907.27,25,Health,0
15916,27,3.4,8289.89,39,Vehicle,0
15917,37,12.6,143145.49,10,Health,0
15918,24,4.2,33813.07,8,Vehicle,0
15919,73,6.5,92477.87,7,Health,0
15920,33,6.4,69966.33,24,Vehicle,0
15921,54,13.1,48727.76,42,Vehicle,0
15922,46,11.5,52216.59,37,Health,0
15923,77,1.3,47474.54,30,Vehicle,0
15924,29,1.5,73177.54,18,Health,0
15925,34,8.5,16552.48,10,Vehicle,0
15926,65,6.7,86951.2,5,Vehicle,0
15927,37,4.5,260101.74,36,Health,0
15928,43,12.0,62741.56,53,Vehicle,0
15929,65,2.4,47429.56,39,Health,0
15930,36,14.6,71365.75,57,Vehicle,0
15931,75,0.8,128987.66,29,Health,0
15932,64,2.2,160902.74,9,Property,0
15933,29,5.0,93324.44,36,Vehicle,0
15934,38,7.9,23522.05,33,Health,0
15935,59,3.6,58653.4,32,Vehicle,0
15936,78,11.2,104594.26,10,Health,0
15937,75,5.7,98556.53,18,Health,0
15938,78,1.1,51986.99,17,Health,0
15939,71,13.2,39158.68,10,Health,0
15940,51,14.2,69791.79,53,Vehicle,0
15941,24,9.5,81926.5,2,Health,0
15942,62,12.2,2769.4,14,Vehicle,0
15943,52,2.3,86326.37,21,Property,0
15944,32,4.4,35945.97,46,Vehicle,0
15945,18,5.2,100268.33,54,Health,0
15946,43,14.4,67184.06,33,Health,0
15947,52,7.9,39998.82,5,Vehicle,0
15948,42,0.6,46873.75,55,Property,0
15949,59,6.0,117134.75,46,Vehicle,0
15950,76,0.6,138547.0,34,Health,0
15951,76,3.9,8510.45,53,Property,0
15952,32,7.1,20371.5,11,Health,0
15953,39,5.2,74897.17,56,Property,0
15954,76,1.0,40550.89,51,Property,0
15955,23,2.2,58175.54,13,Health,0
15956,69,8.5,90553.47,29,Health,0
15957,32,10.6,63988.15,11,Vehicle,0
15958,41,6.4,26347.05,38,Property,0
15959,38,11.1,12814.93,59,Vehicle,0
15960,24,2.9,81745.47,8,Health,0
15961,74,2.3,56684.2,47,Health,0
15962,78,12.7,53487.22,52,Vehicle,0
15963,46,5.4,26125.07,33,Health,0
15964,79,6.8,120764.35,46,Vehicle,0
15965,49,14.2,45029.42,49,Health,0
15966,49,6.6,52015.49,32,Health,0
15967,70,0.6,91905.68,6,Health,0
15968,76,14.1,59852.42,2,Health,0
15969,79,0.7,56556.86,29,Vehicle,0
15970,22,10.1,18358.1,41,Health,0
15971,79,5.2,59068.14,35,Vehicle,0
15972,21,7.3,9690.46,32,Vehicle,0
15973,39,8.4,24117.23,22,Vehicle,0
15974,35,6.4,198445.25,52,Health,0
15975,52,11.7,25672.08,56,Vehicle,0
15976,34,14.0,17118.81,47,Vehicle,0
15977,67,1.8,16550.31,4,Health,0
15978,67,12.1,142847.92,40,Property,0
15979,73,2.4,165839.18,34,Health,0
15980,41,1.7,35183.6,26,Health,0
15981,19,14.4,151561.15,34,Health,0
15982,30,7.6,12549.38,46,Health,0
15983,79,2.7,27859.13,45,Health,0
15984,71,8.8,61487.06,48,Health,0
15985,32,4.3,62408.15,5,Health,0
15986,22,7.2,22171.5,35,Health,0
15987,20,9.6,101745.0,39,Vehicle,0
15988,54,13.1,97566.1,36,Health,0
15989,54,0.5,176552.57,49,Health,0
15990,54,3.6,61090.39,48,Vehicle,0
15991,20,1.9,60677.52,15,Health,0
15992,52,1.9,22978.03,37,Vehicle,0
15993,69,14.2,37559.0,11,Property,0
15994,40,14.1,19015.91,44,Vehicle,0
15995,77,11.4,104986.02,19,Health,0
15996,45,9.8,50981.75,41,Health,0
15997,77,12.8,291683.5778525193,55,Vehicle,1
15998,47,1.3,228317.68,51,Health,0
15999,35,2.2,936.77,31,Health,0
16000,75,5.1,43032.74,2,Property,0
16001,69,12.6,82737.69,25,Health,0
16002,53,7.3,343126.79,31,Health,0
16003,50,7.8,97495.07,48,Vehicle,0
16004,43,3.8,42055.88,37,Property,0
16005,65,9.9,11380.84,9,Health,0
16006,57,13.4,7723.8583566563975,60,Vehicle,1
16007,34,5.3,46370.72,46,Health,0
16008,57,9.5,17068.92,1,Vehicle,0
16009,24,5.3,5004.34,51,Property,0
16010,74,12.0,42293.57,21,Health,0
16011,25,7.4,201102.01,52,Vehicle,0
16012,70,5.4,119269.24,54,Vehicle,0
16013,73,6.6,81283.42702796012,186,Vehicle,1
16014,79,1.8,108587.36,22,Health,0
16015,48,13.1,245001.14,40,Vehicle,0
16016,76,14.4,133212.57,1,Health,0
16017,75,7.4,38544.24,57,Health,0
16018,29,3.7,53172.06,40,Vehicle,0
16019,65,10.1,107207.68,28,Vehicle,0
16020,48,7.1,91055.36,3,Vehicle,0
16021,61,4.2,66028.42,16,Vehicle,0
16022,36,1.1,21595.91,8,Vehicle,0
16023,27,13.4,75139.28,24,Property,0
16024,56,12.1,134952.13,53,Vehicle,0
16025,29,12.5,32305.5,52,Property,0
16026,37,6.9,261294.87,4,Health,0
16027,54,11.4,34174.44,38,Health,0
16028,65,8.9,50323.44,45,Health,0
16029,58,5.9,21382.07,7,Vehicle,0
16030,24,12.7,31004.08,1,Health,0
16031,69,15.0,28589.4,47,Health,0
16032,71,13.5,57587.63,47,Vehicle,0
16033,75,11.8,124212.6,12,Health,0
16034,31,11.3,22677.27,5,Property,0
16035,28,9.9,63316.87,33,Vehicle,0
16036,24,12.9,57705.19,25,Health,0
16037,46,7.6,243253.18,56,Vehicle,0
16038,27,3.1,19413.76,25,Property,0
16039,46,11.6,25284.31,50,Health,0
16040,26,13.8,13289.55,26,Property,0
16041,53,5.4,135306.81,21,Vehicle,0
16042,65,11.9,85233.73,30,Property,0
16043,27,4.5,73046.77,30,Vehicle,0
16044,36,14.2,6314.89,24,Vehicle,0
16045,73,10.4,31618.957314737607,140,Vehicle,1
16046,48,8.8,121495.76,44,Property,0
16047,34,11.8,86799.77,59,Property,0
16048,26,12.3,52633.544979821185,72,Health,1
16049,62,13.4,72916.94,56,Vehicle,0
16050,50,13.6,214067.01,46,Health,0
16051,51,1.3,25244.98,19,Health,0
16052,62,2.3,201317.92,56,Health,0
16053,41,12.5,103157.36,19,Health,0
16054,26,14.2,15305.74,57,Property,0
16055,24,5.0,98974.5,9,Vehicle,0
16056,33,0.6,70529.0,3,Health,0
16057,36,5.2,51696.69,51,Health,0
16058,56,6.1,100792.75,51,Health,0
16059,23,11.5,48836.71,18,Health,0
16060,67,1.2,108219.91,36,Vehicle,0
16061,68,3.6,65172.81,59,Property,0
16062,28,13.5,38827.48,49,Health,0
16063,78,2.7,239390.54912327524,144,Health,1
16064,29,11.5,82388.49,8,Vehicle,0
16065,78,5.7,50367.6,57,Property,0
16066,75,10.1,147323.12518410262,132,Vehicle,1
16067,59,1.6,50193.95,23,Health,0
16068,30,4.7,36800.47,52,Vehicle,0
16069,29,6.7,99432.33,8,Property,0
16070,38,12.9,47152.07,37,Vehicle,0
16071,27,8.7,112404.21,48,Vehicle,0
16072,37,1.2,73698.85,19,Health,0
16073,67,12.1,19805.38,58,Health,0
16074,53,1.3,54244.59,46,Health,0
16075,45,14.0,161650.97,45,Vehicle,0
16076,41,3.6,42320.66,45,Vehicle,0
16077,22,7.6,87209.64,10,Health,0
16078,54,1.5,275460.22610201867,275,Vehicle,1
16079,78,8.6,81476.74,20,Property,0
16080,77,7.7,21440.72,27,Health,0
16081,29,6.4,99485.29,5,Property,0
16082,75,1.0,132360.71,20,Health,0
16083,52,13.2,124044.75,47,Health,0
16084,78,12.1,102008.57,2,Property,0
16085,57,9.7,41598.28,16,Vehicle,0
16086,71,8.8,52797.61,57,Property,0
16087,19,10.6,22815.02,55,Health,0
16088,67,2.6,33129.26,59,Property,0
16089,58,14.0,97170.23,31,Vehicle,0
16090,62,4.6,37110.42,17,Health,0
16091,56,10.0,6180.06,22,Health,0
16092,59,9.3,50893.17,16,Property,0
16093,26,9.7,255211.46,11,Health,0
16094,79,13.2,14493.57,11,Vehicle,0
16095,39,4.8,40625.46,54,Health,0
16096,64,11.4,80517.01,49,Health,0
16097,22,9.2,51933.46,1,Vehicle,0
16098,29,1.6,203977.27,28,Vehicle,0
16099,18,6.5,88417.56,46,Health,0
16100,61,12.7,51816.87,27,Property,0
16101,39,5.1,65327.01,4,Property,0
16102,55,7.5,66420.62,20,Health,0
16103,68,7.6,15854.13,45,Health,0
16104,36,9.5,37301.93,6,Health,0
16105,33,13.3,50482.21,13,Health,0
16106,48,3.0,9392.75,21,Health,0
16107,68,7.8,2797.29,31,Health,0
16108,20,6.7,39159.54,48,Health,0
16109,40,4.8,53320.13,41,Health,0
16110,59,13.8,39157.47,32,Health,0
16111,76,0.6,64618.04,46,Health,0
16112,35,2.3,10246.01,12,Property,0
16113,43,11.1,58488.81,40,Vehicle,0
16114,30,4.3,17497.96,48,Vehicle,0
16115,75,11.0,105821.54,50,Vehicle,0
16116,35,12.6,59747.65,23,Vehicle,0
16117,20,4.2,33126.74,36,Vehicle,0
16118,75,3.3,69428.85,52,Vehicle,0
16119,77,2.6,77794.12,32,Health,0
16120,40,3.4,22994.34,39,Vehicle,0
16121,20,4.4,57578.48,38,Vehicle,0
16122,72,13.1,28588.65,39,Vehicle,0
16123,42,11.7,20358.48,24,Health,0
16124,44,0.5,111021.59,55,Health,0
16125,75,13.2,81641.84,42,Vehicle,0
16126,61,1.6,53524.63,8,Health,0
16127,44,10.0,110472.77,32,Health,0
16128,69,2.7,25147.85,24,Property,0
16129,56,1.4,12271.39,5,Vehicle,0
16130,42,11.5,169070.77,50,Health,0
16131,79,7.3,46493.57,12,Vehicle,0
16132,41,9.2,82071.13,32,Health,0
16133,25,6.7,226791.21,1,Health,0
16134,26,1.5,56844.0,35,Health,0
16135,63,11.2,284965.15,57,Vehicle,0
16136,54,12.4,46324.61,32,Property,0
16137,47,1.1,209619.01,41,Vehicle,0
16138,70,5.9,25676.4,15,Vehicle,0
16139,36,8.6,60792.16,34,Vehicle,0
16140,70,9.3,630304.8469707922,204,Property,1
16141,33,8.9,18544.24,8,Health,0
16142,41,10.5,66085.45,47,Health,0
16143,61,14.5,53915.95,57,Vehicle,0
16144,38,6.2,171431.56,15,Health,0
16145,53,8.6,48063.53,2,Health,0
16146,57,10.6,39137.99,25,Health,0
16147,56,9.1,100728.72,14,Health,0
16148,64,6.1,85402.37,25,Property,0
16149,79,9.5,53611.28,2,Vehicle,0
16150,79,9.9,92389.66,52,Health,0
16151,23,9.0,72211.26,27,Vehicle,0
16152,22,3.5,72131.27,17,Health,0
16153,31,7.8,191516.75,8,Property,0
16154,70,13.3,59151.61,53,Health,0
16155,62,13.1,169502.09,47,Vehicle,0
16156,59,11.4,49107.11,53,Property,0
16157,67,10.6,30548.01,8,Vehicle,0
16158,78,2.7,69872.24,45,Property,0
16159,21,7.2,113917.63,24,Health,0
16160,25,2.1,63566.16,33,Property,0
16161,41,12.4,35503.05,50,Health,0
16162,28,4.7,74123.11,28,Vehicle,0
16163,34,11.6,240241.17,14,Property,0
16164,67,12.3,37961.87,9,Property,0
16165,38,13.4,1213.59,17,Health,0
